data_as_of,start_week,end_week,group,state,indicator,covid_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_,footnote
2020-06-08T00:00:00.000,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,By week,United States,Week-ending,1,57733,.97000003,3732,0,476,4209,
2020-06-08T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,United States,Week-ending,1,58329,.98000002,3722,0,514,4237,
2020-06-08T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,United States,Week-ending,0,57675,.98000002,3753,0,543,4296,
2020-06-08T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,United States,Week-ending,3,57760,.99000001,3625,1,557,4184,
2020-06-08T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,United States,Week-ending,5,58141,1.01,3750,3,634,4386,
2020-06-08T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,United States,Week-ending,32,58289,1.01,3874,16,618,4507,
2020-06-08T00:00:00.000,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,By week,United States,Week-ending,52,57150,1,3869,27,608,4501,
2020-06-08T00:00:00.000,2020-03-21T00:00:00.000,2020-03-21T00:00:00.000,By week,United States,Week-ending,545,57712,1.02,4423,245,536,5253,
2020-06-08T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,United States,Week-ending,3024,61599,1.1,5996,1367,437,8040,
2020-06-08T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,United States,Week-ending,9429,69955,1.25,9535,4520,460,14681,
2020-06-08T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,United States,Week-ending,15543,76154,1.37,11566,6971,463,20264,
2020-06-08T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,United States,Week-ending,16095,73091,1.35,10771,6887,257,20053,
2020-06-08T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,United States,Week-ending,13793,68612,1.28,9444,5916,141,17366,
2020-06-08T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,United States,Week-ending,11116,62882,1.17,7887,4747,57,14294,
2020-06-08T00:00:00.000,2020-05-09T00:00:00.000,2020-05-09T00:00:00.000,By week,United States,Week-ending,9869,59718,1.13,6972,4195,44,12681,
2020-06-08T00:00:00.000,2020-05-16T00:00:00.000,2020-05-16T00:00:00.000,By week,United States,Week-ending,7453,54569,1.04,5609,3103,17,9974,
2020-06-08T00:00:00.000,2020-05-23T00:00:00.000,2020-05-23T00:00:00.000,By week,United States,Week-ending,4278,44883,.86000001,3865,1805,14,6352,
