data_as_of,start_week,end_week,group,state,indicator,covid_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_,footnote
2020-08-10T00:00:00.000,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,By week,United States,Week-ending,0,58471,.99000001,3788,0,479,4267,
2020-08-10T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,United States,Week-ending,1,59225,.99000001,3791,0,520,4312,
2020-08-10T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,United States,Week-ending,0,58579,1,3814,0,555,4369,
2020-08-10T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,United States,Week-ending,5,58633,1.01,3684,1,564,4252,
2020-08-10T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,United States,Week-ending,7,59008,1.03,3810,4,652,4465,
2020-08-10T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,United States,Week-ending,35,59265,1.02,3937,17,629,4583,
2020-08-10T00:00:00.000,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,By week,United States,Week-ending,52,57978,1.02,3921,27,612,4557,
2020-08-10T00:00:00.000,2020-03-21T00:00:00.000,2020-03-21T00:00:00.000,By week,United States,Week-ending,565,58665,1.03,4512,251,551,5370,
2020-08-10T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,United States,Week-ending,3149,62670,1.12,6151,1424,440,8266,
2020-08-10T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,United States,Week-ending,9960,71912,1.29,9872,4731,477,15342,
2020-08-10T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,United States,Week-ending,16113,78672,1.42,11942,7201,472,20986,
2020-08-10T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,United States,Week-ending,17010,76351,1.41,11354,7285,265,21155,
2020-08-10T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,United States,Week-ending,15358,73378,1.36,10320,6581,143,19144,
2020-08-10T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,United States,Week-ending,13085,68804,1.28,8898,5495,65,16533,
2020-08-10T00:00:00.000,2020-05-09T00:00:00.000,2020-05-09T00:00:00.000,By week,United States,Week-ending,11099,66326,1.26,7781,4682,47,14235,
2020-08-10T00:00:00.000,2020-05-16T00:00:00.000,2020-05-16T00:00:00.000,By week,United States,Week-ending,9097,63948,1.22,6696,3746,20,12064,
2020-08-10T00:00:00.000,2020-05-23T00:00:00.000,2020-05-23T00:00:00.000,By week,United States,Week-ending,7090,60982,1.17,5807,2938,23,9978,
2020-08-10T00:00:00.000,2020-05-30T00:00:00.000,2020-05-30T00:00:00.000,By week,United States,Week-ending,6042,58917,1.14,5192,2449,12,8797,
2020-08-10T00:00:00.000,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,By week,United States,Week-ending,4922,57919,1.11,4807,2112,11,7628,
2020-08-10T00:00:00.000,2020-06-13T00:00:00.000,2020-06-13T00:00:00.000,By week,United States,Week-ending,4121,56761,1.1,4434,1838,11,6725,
2020-08-10T00:00:00.000,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,By week,United States,Week-ending,3699,56016,1.08,4221,1561,6,6365,
2020-08-10T00:00:00.000,2020-06-27T00:00:00.000,2020-06-27T00:00:00.000,By week,United States,Week-ending,3610,55467,1.08,4017,1483,10,6153,
