data_as_of,start_week,end_week,group,state,indicator,covid_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_,footnote
2020-05-26T00:00:00.000,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,By week,United States,Week-ending,0,57585,.97000003,3717,0,475,4192,
2020-05-26T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,United States,Week-ending,1,58248,.98000002,3716,0,508,4225,
2020-05-26T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,United States,Week-ending,0,57590,.98000002,3750,0,541,4291,
2020-05-26T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,United States,Week-ending,2,57642,.99000001,3611,0,554,4167,
2020-05-26T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,United States,Week-ending,5,57956,1.01,3731,3,629,4362,
2020-05-26T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,United States,Week-ending,32,57721,1,3818,16,612,4445,
2020-05-26T00:00:00.000,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,By week,United States,Week-ending,51,56432,.99000001,3819,26,599,4442,
2020-05-26T00:00:00.000,2020-03-21T00:00:00.000,2020-03-21T00:00:00.000,By week,United States,Week-ending,537,56813,1,4355,243,528,5171,
2020-05-26T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,United States,Week-ending,2989,60392,1.08,5906,1351,429,7924,
2020-05-26T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,United States,Week-ending,9279,68431,1.22,9363,4462,451,14408,
2020-05-26T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,United States,Week-ending,15143,73947,1.33,11259,6800,456,19724,
2020-05-26T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,United States,Week-ending,15398,70311,1.3,10367,6626,252,19209,
2020-05-26T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,United States,Week-ending,12566,64685,1.2,8814,5452,137,15969,
2020-05-26T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,United States,Week-ending,9541,57234,1.0599999,6960,4081,52,12454,
