data_as_of,start_week,end_week,group,state,indicator,covid_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_,footnote
2020-08-04T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,Ohio,Week-ending,0,2530,.99000001,128,0,18,146,
2020-08-04T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,Ohio,Week-ending,0,2484,1,138,0,25,163,
2020-08-04T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,Ohio,Week-ending,0,2525,1,120,0,19,139,
2020-08-04T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,Ohio,Week-ending,0,2455,.98000002,121,0,29,150,
2020-08-04T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,Ohio,Week-ending,0,2504,.99000001,143,0,22,165,
2020-08-04T00:00:00.000,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,By week,Ohio,Week-ending,,2542,1.03,141,,39,180,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-03-21T00:00:00.000,2020-03-21T00:00:00.000,By week,Ohio,Week-ending,,2511,1.01,155,,25,186,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,Ohio,Week-ending,43,2498,1.02,188,17,21,235,
2020-08-04T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,Ohio,Week-ending,118,2559,1.01,193,54,,266,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,Ohio,Week-ending,174,2617,1.08,251,80,,352,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,Ohio,Week-ending,267,2641,1.12,275,133,,413,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,Ohio,Week-ending,280,2820,1.23,243,120,,408,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,Ohio,Week-ending,317,2717,1.16,234,125,,428,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-09T00:00:00.000,2020-05-09T00:00:00.000,By week,Ohio,Week-ending,286,2608,1.12,191,97,,383,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-16T00:00:00.000,2020-05-16T00:00:00.000,By week,Ohio,Week-ending,252,2666,1.1900001,223,115,,361,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-23T00:00:00.000,2020-05-23T00:00:00.000,By week,Ohio,Week-ending,261,2636,1.1799999,194,108,,348,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-30T00:00:00.000,2020-05-30T00:00:00.000,By week,Ohio,Week-ending,172,2486,1.12,162,67,0,267,
2020-08-04T00:00:00.000,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,By week,Ohio,Week-ending,175,2551,1.12,184,77,0,282,
2020-08-04T00:00:00.000,2020-06-13T00:00:00.000,2020-06-13T00:00:00.000,By week,Ohio,Week-ending,121,2382,1.0599999,145,51,,216,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,By week,Ohio,Week-ending,102,2336,1.04,115,34,0,183,
2020-08-04T00:00:00.000,2020-06-27T00:00:00.000,2020-06-27T00:00:00.000,By week,Ohio,Week-ending,85,2299,1.02,110,32,,164,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-07-04T00:00:00.000,2020-07-04T00:00:00.000,By week,Ohio,Week-ending,75,2284,1.02,102,27,0,150,
2020-08-04T00:00:00.000,2020-07-11T00:00:00.000,2020-07-11T00:00:00.000,By week,Ohio,Week-ending,68,2048,.89999998,103,36,,136,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-07-18T00:00:00.000,2020-07-18T00:00:00.000,By week,Ohio,Week-ending,47,1662,.75,93,21,,120,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-07-25T00:00:00.000,2020-07-25T00:00:00.000,By week,Ohio,Week-ending,22,922,.41999999,42,11,0,53,
2020-08-04T00:00:00.000,2020-08-01T00:00:00.000,2020-08-01T00:00:00.000,By week,Ohio,Week-ending,,321,.15000001,11,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,By week,Oklahoma,Week-ending,0,723,.82999998,66,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,Oklahoma,Week-ending,0,804,.94,57,0,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,Oklahoma,Week-ending,0,784,.88999999,75,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,Oklahoma,Week-ending,0,750,.89999998,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,Oklahoma,Week-ending,0,790,.97000003,69,0,14,83,
2020-08-04T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,Oklahoma,Week-ending,,795,.94999999,68,0,19,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,By week,Oklahoma,Week-ending,0,791,.97000003,72,0,18,90,
2020-08-04T00:00:00.000,2020-03-21T00:00:00.000,2020-03-21T00:00:00.000,By week,Oklahoma,Week-ending,,824,1.02,80,,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,Oklahoma,Week-ending,18,852,1.14,81,,11,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,Oklahoma,Week-ending,41,771,1.02,95,20,,120,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,Oklahoma,Week-ending,51,842,1.13,102,26,,128,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,Oklahoma,Week-ending,46,781,1.05,80,15,,113,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,Oklahoma,Week-ending,43,730,.98000002,65,,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,Oklahoma,Week-ending,42,695,.92000002,65,20,,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-09T00:00:00.000,2020-05-09T00:00:00.000,By week,Oklahoma,Week-ending,29,774,1.08,67,13,0,83,
2020-08-04T00:00:00.000,2020-05-16T00:00:00.000,2020-05-16T00:00:00.000,By week,Oklahoma,Week-ending,19,726,.94999999,60,,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-05-23T00:00:00.000,2020-05-23T00:00:00.000,By week,Oklahoma,Week-ending,22,801,1.12,66,10,0,78,
2020-08-04T00:00:00.000,2020-05-30T00:00:00.000,2020-05-30T00:00:00.000,By week,Oklahoma,Week-ending,23,726,1.04,47,10,0,60,
2020-08-04T00:00:00.000,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,By week,Oklahoma,Week-ending,13,771,1.09,53,,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-06-13T00:00:00.000,2020-06-13T00:00:00.000,By week,Oklahoma,Week-ending,14,744,1.02,59,,0,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,By week,Oklahoma,Week-ending,15,714,1.01,56,,0,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-06-27T00:00:00.000,2020-06-27T00:00:00.000,By week,Oklahoma,Week-ending,13,725,1.03,57,,0,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-07-04T00:00:00.000,2020-07-04T00:00:00.000,By week,Oklahoma,Week-ending,17,695,.99000001,41,,0,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-07-11T00:00:00.000,2020-07-11T00:00:00.000,By week,Oklahoma,Week-ending,28,667,.91000003,56,11,0,73,
2020-08-04T00:00:00.000,2020-07-18T00:00:00.000,2020-07-18T00:00:00.000,By week,Oklahoma,Week-ending,29,577,.81,40,12,0,57,
2020-08-04T00:00:00.000,2020-07-25T00:00:00.000,2020-07-25T00:00:00.000,By week,Oklahoma,Week-ending,20,444,.63,37,12,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-08-01T00:00:00.000,2020-08-01T00:00:00.000,By week,Oklahoma,Week-ending,,99,.14,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,By week,Oregon,Week-ending,0,728,.99000001,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,Oregon,Week-ending,0,727,.98000002,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,Oregon,Week-ending,0,781,1.09,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,Oregon,Week-ending,0,732,1,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,Oregon,Week-ending,0,732,.99000001,32,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-08-04T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,Oregon,Week-ending,0,789,1.05,34,0,10,44,
