data_as_of,start_week,end_week,group,state,indicator,covid_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_,footnote
2020-09-10T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,New Jersey,Week-ending,284,2119,1.45,332,149,12,479,
2020-09-10T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,New Jersey,Week-ending,1232,3478,2.3800001,879,628,11,1491,
2020-09-10T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,New Jersey,Week-ending,2351,4762,3.3399999,1417,1179,10,2592,
2020-09-10T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,New Jersey,Week-ending,2482,4720,3.3299999,1345,1152,,2678,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-09-10T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,New Jersey,Week-ending,2036,3964,2.9100001,1194,1005,,2227,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-09-10T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,New Jersey,Week-ending,1548,3175,2.27,897,764,,1683,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2020-09-10T00:00:00.000,2020-05-09T00:00:00.000,2020-05-09T00:00:00.000,By week,New Jersey,Week-ending,1114,2595,1.92,623,530,0,1207,
2020-09-10T00:00:00.000,2020-05-16T00:00:00.000,2020-05-16T00:00:00.000,By week,New Jersey,Week-ending,824,2276,1.7,472,390,0,906,
2020-09-10T00:00:00.000,2020-05-23T00:00:00.000,2020-05-23T00:00:00.000,By week,New Jersey,Week-ending,549,1926,1.42,329,259,0,619,
2020-09-10T00:00:00.000,2020-05-30T00:00:00.000,2020-05-30T00:00:00.000,By week,New Jersey,Week-ending,394,1739,1.29,298,200,0,492,
2020-09-10T00:00:00.000,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,By week,New Jersey,Week-ending,309,1576,1.15,221,152,0,378,
2020-09-10T00:00:00.000,2020-06-13T00:00:00.000,2020-06-13T00:00:00.000,By week,New Jersey,Week-ending,218,1477,1.11,168,102,0,284,
2020-09-10T00:00:00.000,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,By week,New Jersey,Week-ending,161,1408,1.0599999,131,76,0,216,
2020-09-10T00:00:00.000,2020-06-27T00:00:00.000,2020-06-27T00:00:00.000,By week,New Jersey,Week-ending,138,1432,1.0700001,99,45,0,192,
2020-09-10T00:00:00.000,2020-07-04T00:00:00.000,2020-07-04T00:00:00.000,By week,New Jersey,Week-ending,99,1398,1.02,93,41,0,151,
2020-09-10T00:00:00.000,2020-07-11T00:00:00.000,2020-07-11T00:00:00.000,By week,New Jersey,Week-ending,85,1379,1.03,82,33,0,134,
2020-09-10T00:00:00.000,2020-07-18T00:00:00.000,2020-07-18T00:00:00.000,By week,New Jersey,Week-ending,61,1316,.97000003,82,22,0,121,
2020-09-10T00:00:00.000,2020-07-25T00:00:00.000,2020-07-25T00:00:00.000,By week,New Jersey,Week-ending,63,1358,1.02,81,21,0,123,
2020-09-10T00:00:00.000,2020-08-01T00:00:00.000,2020-08-01T00:00:00.000,By week,New Jersey,Week-ending,59,1371,1.03,77,24,0,112,
2020-09-10T00:00:00.000,2020-08-08T00:00:00.000,2020-08-08T00:00:00.000,By week,New Jersey,Week-ending,36,1324,.99000001,76,14,0,98,
2020-09-10T00:00:00.000,2020-08-15T00:00:00.000,2020-08-15T00:00:00.000,By week,New Jersey,Week-ending,41,1280,.98000002,80,17,0,104,
2020-09-10T00:00:00.000,2020-08-22T00:00:00.000,2020-08-22T00:00:00.000,By week,New Jersey,Week-ending,30,1299,.95999998,57,11,0,76,
